Gestures,Hand,HandPalmPosition,HandPalmOrientation
4,Left,"(-94.31, 303.162, -66.2246)","(-0.175372, 0.107501, -0.978615)"
4,Left,"(-95.7386, 302.941, -66.3917)","(-0.177415, 0.103279, -0.978702)"
4,Left,"(-97.189, 302.898, -66.6604)","(-0.177966, 0.0994632, -0.978997)"
4,Left,"(-98.5701, 302.754, -66.9659)","(-0.181193, 0.0997771, -0.978373)"
4,Left,"(-100.005, 302.786, -67.2667)","(-0.18275, 0.100707, -0.977988)"
4,Left,"(-101.417, 302.787, -67.5829)","(-0.185027, 0.103339, -0.977285)"
4,Left,"(-102.71, 302.574, -67.929)","(-0.186981, 0.103075, -0.976941)"
4,Left,"(-104.015, 302.512, -68.2001)","(-0.188551, 0.102929, -0.976655)"
4,Left,"(-105.26, 302.344, -68.4731)","(-0.190002, 0.103734, -0.976288)"
4,Left,"(-106.474, 302.106, -68.738)","(-0.191649, 0.10049, -0.976306)"
4,Left,"(-107.638, 301.914, -69.1058)","(-0.191306, 0.0982292, -0.976603)"
4,Left,"(-108.822, 301.84, -69.476)","(-0.190153, 0.092076, -0.977427)"
4,Left,"(-109.931, 301.64, -69.9095)","(-0.191008, 0.0930641, -0.977167)"
4,Left,"(-113.137, 301.259, -71.1292)","(-0.188692, 0.0879011, -0.978095)"
4,Left,"(-113.843, 301.154, -71.4825)","(-0.193089, 0.0904812, -0.977)"
4,Left,"(-114.869, 301.076, -71.9873)","(-0.196892, 0.0918383, -0.976114)"
4,Left,"(-115.754, 301.064, -72.4225)","(-0.197106, 0.0906585, -0.976181)"
4,Left,"(-116.714, 301.097, -72.9853)","(-0.197894, 0.0913272, -0.97596)"
4,Left,"(-117.479, 301.07, -73.5073)","(-0.196526, 0.0881693, -0.976526)"
4,Left,"(-118.325, 301.049, -74.1332)","(-0.195197, 0.085157, -0.97706)"
4,Left,"(-119.132, 301.172, -74.7893)","(-0.193186, 0.0840755, -0.977553)"
4,Left,"(-119.859, 301.071, -75.3256)","(-0.190987, 0.0808282, -0.978259)"
4,Left,"(-120.59, 301.13, -75.9092)","(-0.188561, 0.0776864, -0.978984)"
4,Left,"(-121.36, 301.233, -76.5116)","(-0.187828, 0.0774128, -0.979147)"
4,Left,"(-122.13, 301.23, -77.1742)","(-0.18726, 0.0717979, -0.979683)"
4,Left,"(-122.869, 301.278, -77.8882)","(-0.183903, 0.0703979, -0.98042)"
4,Left,"(-123.668, 301.427, -78.7514)","(-0.182692, 0.0657364, -0.98097)"
4,Left,"(-124.489, 301.461, -79.4868)","(-0.182439, 0.0653347, -0.981044)"
4,Left,"(-125.297, 301.551, -80.4007)","(-0.180716, 0.062192, -0.981567)"
4,Left,"(-126.011, 301.377, -81.308)","(-0.178541, 0.0629709, -0.981915)"
4,Left,"(-126.915, 301.48, -82.3081)","(-0.178112, 0.0615795, -0.982082)"
4,Left,"(-127.819, 301.597, -83.3018)","(-0.176876, 0.0595597, -0.982429)"
4,Left,"(-128.79, 301.737, -84.2802)","(-0.175862, 0.0534888, -0.982961)"
4,Left,"(-129.645, 301.689, -85.3061)","(-0.17627, 0.052959, -0.982916)"
4,Left,"(-130.61, 301.68, -86.2783)","(-0.175983, 0.0508698, -0.983078)"
4,Left,"(-131.489, 301.459, -87.2368)","(-0.17701, 0.0519708, -0.982836)"
4,Left,"(-132.308, 301.238, -88.2379)","(-0.177257, 0.0502879, -0.982879)"
4,Left,"(-133.106, 300.88, -89.3395)","(-0.177574, 0.047466, -0.982962)"
4,Left,"(-133.8, 300.392, -90.3824)","(-0.178268, 0.0472479, -0.982847)"
4,Left,"(-134.558, 300.224, -91.5512)","(-0.178475, 0.0467146, -0.982835)"
4,Left,"(-135.272, 299.93, -92.7135)","(-0.179232, 0.0466934, -0.982698)"
4,Left,"(-136.089, 299.789, -94.1121)","(-0.178334, 0.0428648, -0.983036)"
4,Left,"(-136.866, 299.733, -95.4331)","(-0.179879, 0.0447201, -0.982672)"
4,Left,"(-137.538, 299.478, -96.6833)","(-0.179128, 0.0436768, -0.982856)"
4,Left,"(-138.16, 299.251, -97.9112)","(-0.178496, 0.0400869, -0.983124)"
4,Left,"(-138.745, 298.938, -99.2152)","(-0.178677, 0.0388823, -0.983139)"
4,Left,"(-139.197, 298.458, -100.456)","(-0.180316, 0.0408913, -0.982758)"
4,Left,"(-139.5, 297.805, -101.613)","(-0.177805, 0.03624, -0.983398)"
4,Left,"(-139.746, 297.163, -102.758)","(-0.174872, 0.0356744, -0.983945)"
4,Left,"(-139.859, 296.354, -103.74)","(-0.171964, 0.0355252, -0.984462)"
4,Left,"(-139.93, 295.613, -104.69)","(-0.168874, 0.0308247, -0.985156)"
4,Left,"(-140.049, 294.895, -105.697)","(-0.167091, 0.0295203, -0.985499)"
4,Left,"(-140.053, 294.262, -106.821)","(-0.165021, 0.0295299, -0.985848)"
4,Left,"(-140.064, 293.567, -107.914)","(-0.167955, 0.0351014, -0.98517)"
4,Left,"(-140.043, 293.006, -109.204)","(-0.166717, 0.0337653, -0.985427)"
4,Left,"(-140.056, 292.636, -110.548)","(-0.166956, 0.0379447, -0.985234)"
4,Left,"(-139.999, 292.221, -112.016)","(-0.163317, 0.03427, -0.985978)"
4,Left,"(-140.03, 292.006, -113.475)","(-0.166429, 0.0419566, -0.98516)"
4,Left,"(-139.818, 291.468, -114.846)","(-0.164525, 0.0410525, -0.985518)"
4,Left,"(-139.754, 291.225, -116.283)","(-0.167216, 0.0493207, -0.984686)"
4,Left,"(-139.425, 290.557, -117.543)","(-0.164821, 0.0506278, -0.985023)"
4,Left,"(-139.16, 290.068, -118.799)","(-0.16634, 0.0534724, -0.984618)"
4,Left,"(-138.791, 289.517, -120.072)","(-0.16268, 0.052985, -0.985255)"
4,Left,"(-138.512, 289.117, -121.349)","(-0.160978, 0.0499024, -0.985696)"
4,Left,"(-138.183, 288.796, -122.527)","(-0.158231, 0.0442142, -0.986412)"
4,Left,"(-137.324, 288.099, -125.204)","(-0.154401, 0.0421252, -0.98711)"
4,Left,"(-136.814, 287.663, -126.539)","(-0.152192, 0.0368065, -0.987665)"
4,Left,"(-136.347, 287.474, -127.973)","(-0.152727, 0.0389032, -0.987502)"
4,Left,"(-135.793, 287.093, -129.553)","(-0.151055, 0.0329964, -0.987975)"
4,Left,"(-135.238, 286.828, -131.058)","(-0.153061, 0.0377753, -0.987494)"
4,Left,"(-134.752, 286.559, -132.735)","(-0.153925, 0.0346753, -0.987474)"
4,Left,"(-134.268, 286.458, -134.27)","(-0.155937, 0.0432398, -0.98682)"
4,Left,"(-133.701, 286.028, -135.799)","(-0.158519, 0.0415142, -0.986483)"
4,Left,"(-133.052, 285.817, -137.268)","(-0.159443, 0.0478592, -0.986046)"
4,Left,"(-132.407, 285.377, -138.705)","(-0.15834, 0.0418659, -0.986497)"
4,Left,"(-131.708, 285.138, -140.174)","(-0.155436, 0.0427505, -0.986921)"
4,Left,"(-130.94, 284.961, -141.638)","(-0.152923, 0.0484844, -0.987048)"
4,Left,"(-130.2, 284.848, -143.098)","(-0.147089, 0.048226, -0.987947)"
4,Left,"(-129.398, 284.583, -144.41)","(-0.144129, 0.0482639, -0.988381)"
4,Left,"(-128.558, 284.272, -145.751)","(-0.140664, 0.0453866, -0.989017)"
4,Left,"(-127.67, 283.743, -146.973)","(-0.140912, 0.0506331, -0.988726)"
4,Left,"(-126.739, 283.2, -148.157)","(-0.139226, 0.0495285, -0.989021)"
4,Left,"(-125.896, 282.761, -149.31)","(-0.136579, 0.0488095, -0.989426)"
4,Left,"(-125.069, 282.283, -150.61)","(-0.134608, 0.0453612, -0.98986)"
4,Left,"(-124.275, 281.892, -151.766)","(-0.13413, 0.0444293, -0.989967)"
4,Left,"(-123.419, 281.495, -153.028)","(-0.13311, 0.0436371, -0.99014)"
4,Left,"(-122.561, 281.114, -154.252)","(-0.131041, 0.0413095, -0.990516)"
4,Left,"(-121.832, 280.828, -155.541)","(-0.130755, 0.0379882, -0.990687)"
4,Left,"(-121.023, 280.587, -156.729)","(-0.128177, 0.0376099, -0.991038)"
4,Left,"(-120.329, 280.517, -158.098)","(-0.126533, 0.0316664, -0.991457)"
4,Left,"(-119.576, 280.226, -159.43)","(-0.123577, 0.0244291, -0.992034)"
4,Left,"(-118.892, 280.194, -160.988)","(-0.11899, 0.0190573, -0.992713)"
4,Left,"(-118.24, 280.143, -162.534)","(-0.115028, 0.0163445, -0.993228)"
4,Left,"(-117.49, 279.678, -163.87)","(-0.110914, 0.0116984, -0.993761)"
4,Left,"(-116.787, 279.275, -165.02)","(-0.10967, 0.011279, -0.993904)"
4,Left,"(-116.02, 278.964, -166.389)","(-0.104437, 0.00969646, -0.994484)"
4,Left,"(-115.221, 278.352, -167.378)","(-0.101314, 0.00646879, -0.994834)"
4,Left,"(-114.637, 278.236, -168.81)","(-0.100221, 0.00940538, -0.994921)"
4,Left,"(-113.843, 277.836, -169.924)","(-0.0927283, 0.00326919, -0.995686)"
4,Left,"(-113.44, 277.862, -171.539)","(-0.0924552, 0.00819528, -0.995683)"
4,Left,"(-112.817, 277.614, -172.744)","(-0.0874433, 0.00741014, -0.996142)"
4,Left,"(-112.534, 277.481, -174.534)","(-0.0893049, 0.0136139, -0.995911)"
4,Left,"(-112.102, 277.357, -176.032)","(-0.0851121, 0.0123434, -0.996295)"
4,Left,"(-111.821, 277.205, -177.694)","(-0.0846118, 0.0162249, -0.996282)"
4,Left,"(-111.652, 277.149, -179.319)","(-0.0850864, 0.0187429, -0.996197)"
4,Left,"(-111.405, 276.984, -180.823)","(-0.0829934, 0.0160231, -0.996421)"
4,Left,"(-111.18, 276.566, -182.242)","(-0.0797082, 0.0134236, -0.996728)"
4,Left,"(-111.023, 276.172, -183.62)","(-0.0766706, 0.0127674, -0.996975)"
4,Left,"(-110.886, 275.57, -184.836)","(-0.0743356, 0.00971067, -0.997186)"
4,Left,"(-110.682, 274.822, -185.921)","(-0.0694124, 0.00470243, -0.997577)"
4,Left,"(-110.637, 274.158, -187.059)","(-0.0647706, 0.000205525, -0.9979)"
4,Left,"(-110.462, 273.276, -187.896)","(-0.06157, 0.0019064, -0.998101)"
4,Left,"(-110.367, 272.385, -188.874)","(-0.0598223, 0.00393458, -0.998201)"
4,Left,"(-110.312, 271.468, -189.547)","(-0.0603963, 0.00788066, -0.998143)"
4,Left,"(-110.374, 270.502, -190.46)","(-0.0577938, 0.00828889, -0.998294)"
4,Left,"(-110.645, 269.594, -191.275)","(-0.0616117, 0.0110343, -0.998039)"
4,Left,"(-110.777, 268.603, -192.197)","(-0.0532412, 0.00688363, -0.998558)"
4,Left,"(-111.201, 267.486, -193.283)","(-0.0533558, 0.0102371, -0.998523)"
4,Left,"(-111.954, 266.741, -194.404)","(-0.0585566, 0.00777218, -0.998254)"
4,Left,"(-112.719, 265.799, -195.536)","(-0.0578839, 0.00455405, -0.998313)"
4,Left,"(-113.737, 265.077, -196.752)","(-0.0597236, -0.000393138, -0.998215)"
4,Left,"(-114.72, 264.28, -198.022)","(-0.0573001, 0.00227564, -0.998354)"
4,Left,"(-115.865, 263.817, -199.015)","(-0.0538699, 0.00247306, -0.998545)"
4,Left,"(-117.638, 264.367, -200.321)","(-0.0591499, 0.0173043, -0.998099)"
4,Left,"(-119.435, 264.622, -202.065)","(-0.0674694, 0.0267545, -0.997363)"
4,Left,"(-121.129, 264.464, -203.358)","(-0.0717192, 0.039991, -0.996623)"
4,Left,"(-122.801, 263.568, -204.386)","(-0.0806228, 0.0362841, -0.996084)"
4,Left,"(-124.434, 262.702, -205.615)","(-0.0862232, 0.0536834, -0.994828)"
4,Left,"(-125.817, 260.996, -206.562)","(-0.0928683, 0.0344605, -0.995082)"
3,Left,"(-127.287, 259.743, -207.448)","(-0.0935141, 0.0347225, -0.995012)"
3,Left,"(-128.64, 258.621, -208.316)","(-0.0878058, 0.0274837, -0.995758)"
3,Left,"(-129.955, 257.625, -209.403)","(-0.0814499, 0.0197819, -0.996481)"
3,Left,"(-131.378, 256.949, -210.158)","(-0.0724805, 0.00423573, -0.997361)"
2,Left,"(-132.963, 256.538, -211.025)","(-0.0700993, -0.00955096, -0.997494)"
2,Left,"(-134.842, 256.774, -211.526)","(-0.0752744, -0.00577207, -0.997146)"
2,Left,"(-136.654, 257.008, -212.281)","(-0.0780374, -0.00802932, -0.996918)"
2,Left,"(-138.32, 257.043, -213.155)","(-0.0803525, -0.012677, -0.996686)"
1,Left,"(-142.175, 255.717, -216.93)","(-0.0688735, -0.0302437, -0.997167)"
1,Left,"(-143.038, 255.507, -217.828)","(-0.0743315, -0.0306048, -0.996764)"
1,Left,"(-144.343, 255.381, -218.904)","(-0.0808189, -0.0304003, -0.996265)"
1,Left,"(-145.144, 255.281, -219.795)","(-0.078663, -0.0324828, -0.996372)"
1,Left,"(-146.095, 255.446, -220.53)","(-0.0768289, -0.0366317, -0.996371)"
1,Left,"(-146.729, 255.395, -221.263)","(-0.0757188, -0.04902, -0.995924)"
1,Left,"(-147.639, 255.8, -221.735)","(-0.0760777, -0.0501213, -0.995841)"
1,Left,"(-148.184, 256.032, -222.379)","(-0.078192, -0.0551326, -0.995413)"
1,Left,"(-148.837, 256.898, -222.728)","(-0.0826403, -0.0490826, -0.99537)"
1,Left,"(-149.286, 257.61, -223.154)","(-0.0882981, -0.0448514, -0.995084)"
1,Left,"(-149.651, 258.135, -223.481)","(-0.0928492, -0.040075, -0.994873)"
1,Left,"(-149.901, 258.455, -223.929)","(-0.0939082, -0.0415327, -0.994714)"
1,Left,"(-149.908, 258.475, -224.35)","(-0.0947972, -0.0430504, -0.994565)"
1,Left,"(-149.899, 258.616, -224.908)","(-0.0941602, -0.0399437, -0.994755)"
1,Left,"(-149.56, 258.459, -225.613)","(-0.0966491, -0.039093, -0.99455)"
1,Left,"(-149.134, 258.388, -226.243)","(-0.0979477, -0.0327331, -0.994653)"
1,Left,"(-148.228, 257.91, -226.872)","(-0.0935489, -0.0372684, -0.994917)"
1,Left,"(-147.395, 257.777, -227.507)","(-0.0939498, -0.0301146, -0.995121)"
1,Left,"(-146.23, 257.612, -227.872)","(-0.0886033, -0.0302421, -0.995608)"
1,Left,"(-145.103, 257.732, -228.383)","(-0.0876677, -0.0231019, -0.995882)"
1,Left,"(-143.822, 257.768, -228.779)","(-0.0876551, -0.0190378, -0.995969)"
1,Left,"(-142.449, 258.134, -229.36)","(-0.0877579, -0.00507903, -0.996129)"
1,Left,"(-141.032, 258.661, -229.672)","(-0.084862, -0.00268025, -0.996389)"
1,Left,"(-139.627, 259.599, -229.989)","(-0.0815108, 0.000162909, -0.996672)"
1,Left,"(-138.18, 260.54, -230.306)","(-0.0787183, 0.00133966, -0.996896)"
1,Left,"(-136.608, 261.256, -230.777)","(-0.0785691, 0.0045593, -0.996898)"
1,Left,"(-134.978, 261.898, -231.329)","(-0.0794072, 0.00752551, -0.996814)"
1,Left,"(-133.302, 262.565, -232.377)","(-0.0777041, 0.0210826, -0.996754)"
1,Left,"(-131.427, 262.875, -233.571)","(-0.0770874, 0.0216504, -0.996789)"
1,Left,"(-129.475, 263.07, -234.638)","(-0.0776862, 0.0412241, -0.996125)"
1,Left,"(-127.348, 262.867, -235.262)","(-0.0822461, 0.0537115, -0.995164)"
1,Left,"(-124.995, 262.515, -235.696)","(-0.078862, 0.0553703, -0.995347)"
1,Left,"(-122.764, 262.503, -235.664)","(-0.0791565, 0.0662601, -0.994658)"
1,Left,"(-120.249, 262.276, -235.493)","(-0.0750116, 0.061335, -0.995295)"
1,Left,"(-117.895, 262.664, -235.432)","(-0.0760441, 0.0668061, -0.994864)"
1,Left,"(-115.565, 263.525, -235.991)","(-0.0725633, 0.0648713, -0.995252)"
1,Left,"(-113.341, 265.093, -237.074)","(-0.0667206, 0.0591248, -0.996018)"
1,Left,"(-111.27, 267.071, -238.647)","(-0.0596925, 0.0480113, -0.997062)"
1,Left,"(-109.109, 269.362, -240.602)","(-0.0526173, 0.0494147, -0.997391)"
1,Left,"(-107, 271.721, -242.752)","(-0.0497922, 0.0524971, -0.997379)"
1,Left,"(-104.594, 273.606, -244.814)","(-0.0447648, 0.05206, -0.99764)"
1,Left,"(-102.004, 275.494, -246.786)","(-0.0397002, 0.0572923, -0.997568)"
1,Left,"(-99.3241, 277.033, -248.65)","(-0.0391932, 0.0588433, -0.997498)"
1,Left,"(-96.4085, 278.57, -250.533)","(-0.0349877, 0.0587531, -0.997659)"
1,Left,"(-93.4826, 279.77, -252.071)","(-0.0384832, 0.0662673, -0.99706)"
1,Left,"(-90.1288, 280.355, -253.094)","(-0.034621, 0.0624962, -0.997445)"
1,Left,"(-86.831, 281.071, -254.222)","(-0.0338245, 0.0616192, -0.997526)"
1,Left,"(-79.7001, 282.341, -256.303)","(-0.029283, 0.0617767, -0.99766)"
1,Left,"(-75.9859, 282.57, -257.43)","(-0.0184951, 0.0525405, -0.998448)"
1,Left,"(-72.1515, 282.748, -258.448)","(-0.0123245, 0.0484587, -0.998749)"
1,Left,"(-64.6582, 283.342, -260.047)","(-0.00906194, 0.0326133, -0.999427)"
1,Left,"(-56.9507, 284.569, -262.243)","(-0.00744464, 0.031973, -0.999461)"
1,Left,"(-48.9687, 286.178, -264.376)","(-0.0041392, 0.0456376, -0.998949)"
1,Left,"(-40.8416, 287.523, -266.299)","(-0.00205138, 0.0533379, -0.998574)"
1,Left,"(-32.842, 288.524, -268.696)","(-0.0110449, 0.0531364, -0.998526)"
1,Left,"(-24.5363, 289.956, -270.336)","(-0.00479781, 0.049919, -0.998742)"
1,Left,"(-20.4044, 290.761, -271.024)","(-0.00048855, 0.0552464, -0.998473)"
1,Left,"(-16.4743, 291.505, -271.659)","(-0.0041224, 0.0507696, -0.998702)"
1,Left,"(-12.2608, 292.641, -272.688)","(0.0059309, 0.052727, -0.998591)"
2,Left,"(-7.95699, 293.419, -273.342)","(0.00955458, 0.038249, -0.999223)"
2,Left,"(-3.57289, 294.91, -274.67)","(0.0184901, 0.0462259, -0.99876)"
2,Left,"(0.756887, 295.944, -275.644)","(0.0189932, 0.0493936, -0.998599)"
2,Left,"(5.33265, 296.929, -276.871)","(0.0261967, 0.0388479, -0.998902)"
2,Left,"(9.88124, 297.621, -277.291)","(0.0280457, 0.0605991, -0.997768)"
2,Left,"(14.3635, 298.482, -278.397)","(0.0308133, 0.0351891, -0.998906)"
2,Left,"(18.8094, 298.803, -278.512)","(0.0334418, 0.0302516, -0.998983)"
3,Left,"(22.9076, 298.887, -278.663)","(0.026453, -0.00742379, -0.999622)"
3,Left,"(27.4457, 300.302, -279.134)","(0.0421652, 0.00582366, -0.999094)"
2,Left,"(31.7949, 301.541, -280.166)","(0.0415558, 0.000145383, -0.999136)"
3,Left,"(36.3025, 302.818, -280.202)","(0.054096, 0.00737921, -0.998508)"
3,Left,"(45.1759, 305.004, -280.438)","(0.0670178, 0.0171945, -0.997604)"
3,Left,"(57.5336, 303.078, -277.212)","(0.0766146, -0.0512084, -0.995745)"
3,Left,"(65.7164, 301.778, -274.358)","(0.0887191, -0.0498632, -0.994808)"
3,Left,"(73.4705, 300.473, -271.305)","(0.0894011, -0.0640314, -0.993935)"
3,Left,"(84.4036, 300.262, -268.589)","(0.0900132, -0.0451217, -0.994918)"
3,Left,"(88.0214, 300.619, -267.822)","(0.0931327, -0.0263082, -0.995306)"
3,Left,"(91.4815, 301.155, -267.193)","(0.0941364, -0.0210081, -0.995338)"
3,Left,"(94.8893, 301.549, -265.833)","(0.104078, -0.0054559, -0.994554)"
3,Left,"(98.2957, 302.172, -265.097)","(0.103358, -0.00444074, -0.994634)"
3,Left,"(101.657, 302.363, -263.668)","(0.112735, 0.00147671, -0.993624)"
3,Left,"(104.997, 302.271, -262.216)","(0.118934, 0.000617668, -0.992902)"
3,Left,"(108.184, 301.963, -260.413)","(0.132762, 0.0029477, -0.991144)"
3,Left,"(111.435, 301.412, -258.658)","(0.145984, -0.00116891, -0.989286)"
3,Left,"(114.555, 300.742, -256.441)","(0.15907, -0.0181425, -0.987101)"
3,Left,"(117.315, 299.689, -254.029)","(0.169612, -0.0114194, -0.985445)"
3,Left,"(119.729, 298.91, -251.736)","(0.173238, -0.0138717, -0.984782)"
3,Left,"(121.946, 298.291, -249.828)","(0.178149, 0.00227009, -0.984001)"
3,Left,"(123.877, 297.513, -247.802)","(0.175215, 0.00120072, -0.98453)"
4,Left,"(125.933, 297.191, -246.206)","(0.182197, 0.0429753, -0.982322)"
4,Left,"(127.865, 296.473, -244.634)","(0.181017, 0.0413537, -0.98261)"
4,Left,"(129.962, 296.549, -243.662)","(0.19018, 0.0809634, -0.978405)"
4,Left,"(132.054, 296.098, -242.283)","(0.192864, 0.0571205, -0.979562)"
4,Left,"(134.03, 296.281, -241.269)","(0.198526, 0.0768634, -0.977077)"
4,Left,"(135.903, 296.19, -239.824)","(0.198621, 0.0501384, -0.978793)"
4,Left,"(137.664, 296.683, -238.607)","(0.204811, 0.0563884, -0.977176)"
4,Left,"(139.46, 296.892, -237.319)","(0.203364, 0.0279889, -0.978703)"
4,Left,"(141.255, 297.155, -235.945)","(0.212785, 0.0251085, -0.976776)"
4,Left,"(143.086, 297.469, -234.571)","(0.218353, 0.0177801, -0.975708)"
4,Left,"(144.681, 297.83, -232.987)","(0.219199, -0.00998167, -0.975629)"
4,Left,"(146.108, 298.06, -231.352)","(0.222189, -0.0113669, -0.974937)"
4,Left,"(147.449, 298.31, -229.706)","(0.221274, -0.0276358, -0.97482)"
4,Left,"(148.531, 298.42, -227.963)","(0.225939, -0.015213, -0.974023)"
4,Left,"(149.559, 298.444, -226.181)","(0.224626, -0.0273531, -0.974061)"
4,Left,"(150.389, 298.571, -224.611)","(0.223799, -0.0233224, -0.974356)"
4,Left,"(151.332, 298.699, -222.933)","(0.220294, -0.0384263, -0.974676)"
4,Left,"(151.943, 298.957, -221.394)","(0.213137, -0.0407223, -0.976173)"
4,Left,"(152.931, 299.442, -219.801)","(0.208048, -0.0528588, -0.976689)"
4,Left,"(153.721, 299.836, -218.322)","(0.205537, -0.0430572, -0.977702)"
4,Left,"(154.674, 300.205, -216.545)","(0.205605, -0.054206, -0.977133)"
4,Left,"(155.441, 300.581, -214.572)","(0.205083, -0.0544056, -0.977231)"
4,Left,"(156.41, 300.945, -212.446)","(0.209769, -0.0673779, -0.975427)"
4,Left,"(159.125, 301.449, -205.918)","(0.218698, -0.0801034, -0.972499)"
4,Left,"(159.62, 301.079, -203.295)","(0.222425, -0.0814841, -0.971539)"
4,Left,"(160.238, 300.644, -200.766)","(0.22255, -0.0861832, -0.971105)"
4,Left,"(160.939, 300.208, -198.108)","(0.224675, -0.0915586, -0.970123)"
4,Left,"(161.559, 299.61, -195.44)","(0.228873, -0.0926017, -0.969042)"
4,Left,"(162.345, 299.235, -192.871)","(0.230119, -0.0854239, -0.969406)"
4,Left,"(163.045, 298.58, -190.285)","(0.230364, -0.086446, -0.969257)"
4,Left,"(163.842, 297.968, -187.647)","(0.233233, -0.0746129, -0.969554)"
4,Left,"(164.443, 297.086, -184.935)","(0.233387, -0.0783056, -0.969226)"
4,Left,"(165.13, 296.622, -182.465)","(0.231069, -0.0730624, -0.97019)"
4,Left,"(165.819, 296.027, -179.978)","(0.230342, -0.0754561, -0.97018)"
4,Left,"(166.637, 295.845, -177.614)","(0.233658, -0.0648178, -0.970156)"
4,Left,"(167.434, 295.545, -175.168)","(0.234303, -0.0694082, -0.969683)"
4,Left,"(168.221, 295.364, -172.656)","(0.23665, -0.0731393, -0.968838)"
4,Left,"(168.981, 295.13, -169.981)","(0.244663, -0.0628268, -0.967571)"
4,Left,"(169.705, 294.997, -167.574)","(0.24679, -0.0664767, -0.966786)"
4,Left,"(170.266, 294.902, -165.113)","(0.247633, -0.0640261, -0.966736)"
4,Left,"(170.724, 294.602, -162.494)","(0.256243, -0.0623521, -0.964599)"
4,Left,"(171.117, 294.492, -159.928)","(0.262638, -0.0554317, -0.963301)"
4,Left,"(171.249, 294.255, -157.523)","(0.255414, -0.0844809, -0.963134)"
4,Left,"(171.486, 294.379, -155.277)","(0.26078, -0.0766576, -0.96235)"
4,Left,"(171.376, 294.371, -152.985)","(0.256717, -0.0926364, -0.962037)"
4,Left,"(171.184, 294.359, -150.771)","(0.252293, -0.104416, -0.962001)"
4,Left,"(170.861, 294.501, -148.761)","(0.251621, -0.109973, -0.961558)"
4,Left,"(170.563, 294.758, -146.856)","(0.251799, -0.109029, -0.961618)"
4,Left,"(170.218, 295.242, -145.04)","(0.265809, -0.0852359, -0.96025)"
4,Left,"(169.713, 295.733, -143.268)","(0.273906, -0.0694679, -0.959244)"
4,Left,"(169.12, 296.178, -141.463)","(0.281072, -0.0585202, -0.957901)"
4,Left,"(168.443, 296.829, -139.91)","(0.286004, -0.0498578, -0.95693)"
4,Left,"(167.519, 297.299, -138.322)","(0.288669, -0.0391656, -0.956628)"
4,Left,"(166.398, 297.834, -136.669)","(0.289858, -0.0364621, -0.956375)"
4,Left,"(165.116, 298.243, -135.276)","(0.281623, -0.0492076, -0.958262)"
4,Left,"(163.776, 298.798, -133.963)","(0.276054, -0.0573047, -0.959432)"
5,Left,"(162.326, 299.542, -132.849)","(0.268167, -0.0633978, -0.961284)"
5,Left,"(160.758, 300.246, -131.663)","(0.263382, -0.0659283, -0.962436)"
5,Left,"(159.104, 301.092, -130.724)","(0.259177, -0.0614311, -0.963874)"
5,Left,"(157.432, 301.78, -129.697)","(0.260001, -0.0596719, -0.963763)"
5,Left,"(155.623, 302.707, -129.132)","(0.255176, -0.0500179, -0.9656)"
5,Left,"(153.771, 303.489, -128.207)","(0.252001, -0.0511985, -0.966372)"
5,Left,"(151.829, 304.369, -127.547)","(0.246587, -0.0483646, -0.967913)"
5,Left,"(149.948, 305.026, -126.836)","(0.24678, -0.0536314, -0.967586)"
5,Left,"(147.861, 305.763, -126.153)","(0.244402, -0.0517276, -0.968293)"
5,Left,"(145.746, 306.397, -125.691)","(0.244955, -0.0386136, -0.968765)"
5,Left,"(143.524, 306.832, -125.202)","(0.239952, -0.0440199, -0.969786)"
5,Left,"(141.209, 307.225, -124.731)","(0.23667, -0.0384901, -0.970827)"
5,Left,"(138.92, 307.571, -124.174)","(0.23303, -0.0416702, -0.971576)"
5,Left,"(136.581, 308.038, -123.776)","(0.226323, -0.0419443, -0.973149)"
5,Left,"(134.322, 308.362, -123.156)","(0.226066, -0.0417788, -0.973216)"
5,Left,"(131.904, 308.668, -122.716)","(0.214748, -0.0479035, -0.975494)"
5,Left,"(129.574, 308.978, -122.193)","(0.218084, -0.0381524, -0.975184)"
5,Left,"(127.143, 309.277, -121.735)","(0.215362, -0.036405, -0.975855)"
5,Left,"(124.794, 309.583, -121.289)","(0.214539, -0.0318818, -0.976195)"
5,Left,"(122.323, 309.956, -121.15)","(0.207509, -0.024045, -0.977938)"
5,Left,"(119.97, 310.274, -120.712)","(0.207738, -0.0182692, -0.978014)"
5,Left,"(117.565, 310.689, -120.494)","(0.20227, -0.0133063, -0.979239)"
5,Left,"(115.214, 311.024, -120.149)","(0.200378, -0.0152451, -0.9796)"
5,Left,"(112.84, 311.421, -119.691)","(0.199748, -0.01627, -0.979712)"
5,Left,"(110.352, 311.771, -119.274)","(0.195109, -0.0130073, -0.980695)"
5,Left,"(107.918, 312.113, -118.88)","(0.19347, -0.0103767, -0.981051)"
5,Left,"(105.424, 312.662, -118.873)","(0.182536, -0.00861195, -0.983161)"
5,Left,"(103.008, 312.985, -118.324)","(0.183315, -0.00984876, -0.983005)"
5,Left,"(100.457, 313.457, -118.127)","(0.169466, -0.0108444, -0.985476)"
5,Left,"(97.9938, 313.563, -117.584)","(0.173921, -0.00756925, -0.984731)"
5,Left,"(95.4243, 313.742, -117.457)","(0.168222, -0.00619665, -0.98573)"
