Gestures,Hand,HandPalmPosition,HandPalmOrientation
4,Left,"(-73.4493, 311.221, -71.857)","(-0.181129, 0.0515213, -0.982109)"
4,Left,"(-73.0154, 310.594, -73.9158)","(-0.177856, 0.0547003, -0.982535)"
4,Left,"(-72.4877, 309.858, -75.9436)","(-0.173583, 0.0497224, -0.983563)"
4,Left,"(-72.0524, 309.402, -77.9541)","(-0.171083, 0.0491246, -0.984031)"
4,Left,"(-71.624, 308.859, -80.1068)","(-0.167645, 0.0430682, -0.984906)"
4,Left,"(-71.1203, 308.259, -82.2587)","(-0.164585, 0.0458472, -0.985297)"
4,Left,"(-70.2252, 306.561, -86.7882)","(-0.158258, 0.0392902, -0.986616)"
4,Left,"(-69.771, 305.738, -89.0817)","(-0.153778, 0.0365179, -0.98743)"
4,Left,"(-69.4134, 304.843, -91.4932)","(-0.151323, 0.0354563, -0.987848)"
4,Left,"(-69.1241, 304.191, -93.9913)","(-0.147074, 0.0413343, -0.988262)"
4,Left,"(-68.8897, 303.537, -96.5819)","(-0.144919, 0.0441914, -0.988456)"
4,Left,"(-68.6071, 302.902, -99.2106)","(-0.143258, 0.0494715, -0.988448)"
4,Left,"(-68.3642, 302.458, -101.891)","(-0.140933, 0.0531135, -0.988593)"
4,Left,"(-68.0395, 302.003, -104.633)","(-0.137415, 0.0546239, -0.989006)"
4,Left,"(-67.7483, 301.593, -107.338)","(-0.133166, 0.0520475, -0.989726)"
4,Left,"(-67.4209, 301.3, -109.931)","(-0.12831, 0.0470611, -0.990617)"
4,Left,"(-66.7186, 301.075, -115.197)","(-0.12284, 0.0345114, -0.991826)"
4,Left,"(-66.4059, 301.186, -117.685)","(-0.11766, 0.0332319, -0.992498)"
4,Left,"(-66.0283, 301.403, -120.253)","(-0.117431, 0.0369475, -0.992394)"
4,Left,"(-65.6893, 301.514, -122.805)","(-0.113463, 0.0299575, -0.99309)"
4,Left,"(-65.3064, 301.721, -125.236)","(-0.111484, 0.0289887, -0.993343)"
4,Left,"(-64.8693, 301.68, -127.648)","(-0.108214, 0.027011, -0.993761)"
4,Left,"(-64.4982, 301.67, -130.029)","(-0.106371, 0.027039, -0.993959)"
4,Left,"(-64.1063, 301.642, -132.359)","(-0.103436, 0.0254826, -0.99431)"
4,Left,"(-63.7634, 301.585, -134.775)","(-0.0972001, 0.0218642, -0.995025)"
4,Left,"(-63.4926, 301.666, -137.109)","(-0.0943846, 0.0190015, -0.995354)"
4,Left,"(-63.2185, 301.7, -139.409)","(-0.0913962, 0.0204628, -0.995604)"
4,Left,"(-62.9104, 301.619, -141.539)","(-0.0883814, 0.0154694, -0.995967)"
4,Left,"(-62.629, 301.445, -143.828)","(-0.088433, 0.021845, -0.995843)"
4,Left,"(-62.0226, 301.343, -148.315)","(-0.0868033, 0.0108413, -0.996166)"
4,Left,"(-61.8108, 301.309, -150.313)","(-0.084192, 0.0120823, -0.996376)"
4,Left,"(-61.5097, 301.229, -152.461)","(-0.0854641, 0.0140554, -0.996242)"
4,Left,"(-61.2447, 301.167, -154.588)","(-0.084955, 0.0162215, -0.996253)"
4,Left,"(-60.8739, 301.002, -156.644)","(-0.083189, 0.011438, -0.996468)"
4,Left,"(-60.5808, 300.863, -158.56)","(-0.0827956, 0.0136122, -0.996474)"
4,Left,"(-60.2385, 300.495, -160.406)","(-0.081313, 0.011506, -0.996622)"
4,Left,"(-59.8679, 300.214, -162.278)","(-0.0825271, 0.0104889, -0.996534)"
4,Left,"(-59.5718, 299.961, -164.066)","(-0.0820335, 0.00555311, -0.996614)"
4,Left,"(-59.1943, 299.764, -165.795)","(-0.0789489, 0.00347139, -0.996873)"
4,Left,"(-58.8488, 299.59, -167.522)","(-0.0780261, 1.30409e-005, -0.996951)"
4,Left,"(-58.4926, 299.508, -169.179)","(-0.0769355, -0.00496662, -0.997024)"
4,Left,"(-58.1499, 299.465, -170.737)","(-0.0769388, -0.00480495, -0.997024)"
4,Left,"(-57.7768, 299.278, -172.274)","(-0.0745815, -0.00990044, -0.997166)"
4,Left,"(-57.3781, 299.23, -173.852)","(-0.0757846, -0.00762626, -0.997095)"
4,Left,"(-57.0175, 299.068, -175.258)","(-0.0743999, -0.0121553, -0.997154)"
4,Left,"(-56.6225, 298.956, -176.667)","(-0.0711022, -0.0164999, -0.997333)"
4,Left,"(-56.2174, 298.827, -178.084)","(-0.0694134, -0.0184632, -0.997417)"
4,Left,"(-55.8871, 298.636, -179.504)","(-0.0671113, -0.0234447, -0.99747)"
4,Left,"(-55.5178, 298.369, -180.83)","(-0.0652674, -0.0250998, -0.997552)"
4,Left,"(-55.2498, 298.222, -182.299)","(-0.0643892, -0.0261428, -0.997582)"
4,Left,"(-55.0069, 298.07, -183.722)","(-0.06554, -0.0242736, -0.997555)"
4,Left,"(-54.8283, 297.819, -185.136)","(-0.0661713, -0.028029, -0.997415)"
4,Left,"(-54.6361, 297.554, -186.556)","(-0.0675425, -0.0279012, -0.997326)"
4,Left,"(-54.4504, 297.269, -187.955)","(-0.0668964, -0.0294556, -0.997325)"
4,Left,"(-54.206, 296.805, -189.3)","(-0.0662107, -0.0354566, -0.997176)"
4,Left,"(-53.9833, 296.511, -190.706)","(-0.0659878, -0.038179, -0.99709)"
4,Left,"(-53.7603, 296.045, -192.002)","(-0.0653224, -0.0444002, -0.996876)"
4,Left,"(-53.4687, 295.639, -193.425)","(-0.0645727, -0.0472265, -0.996795)"
4,Left,"(-53.2376, 295.124, -194.811)","(-0.0640234, -0.0516587, -0.99661)"
4,Left,"(-53.0369, 294.474, -196.126)","(-0.0680365, -0.0542106, -0.996209)"
4,Left,"(-52.8345, 293.787, -197.37)","(-0.0683724, -0.0591039, -0.995908)"
4,Left,"(-52.5605, 293.077, -198.684)","(-0.0687634, -0.0618013, -0.995717)"
4,Left,"(-52.2415, 292.352, -199.947)","(-0.0685297, -0.0625426, -0.995687)"
4,Left,"(-51.8948, 291.468, -201.103)","(-0.0669099, -0.0677962, -0.995453)"
4,Left,"(-51.4271, 290.488, -202.21)","(-0.0650717, -0.0702397, -0.995405)"
4,Left,"(-51.0072, 289.379, -203.078)","(-0.0668952, -0.0775514, -0.994742)"
4,Left,"(-50.5224, 288.402, -204.092)","(-0.0672456, -0.0802549, -0.994503)"
4,Left,"(-49.9919, 287.55, -205.071)","(-0.0656349, -0.0849723, -0.994219)"
4,Left,"(-49.4392, 286.61, -206.049)","(-0.0663653, -0.0834145, -0.994303)"
4,Left,"(-48.8114, 285.666, -206.918)","(-0.065712, -0.0870962, -0.99403)"
4,Left,"(-48.1613, 284.721, -207.77)","(-0.0649162, -0.089666, -0.993854)"
4,Left,"(-47.4522, 283.925, -208.666)","(-0.0626468, -0.0909624, -0.993882)"
4,Left,"(-46.7712, 283.118, -209.54)","(-0.0633855, -0.0971656, -0.993248)"
4,Left,"(-44.0821, 281.056, -212.203)","(-0.0539043, -0.0878265, -0.994676)"
4,Left,"(-41.0572, 280.092, -215.174)","(-0.0497159, -0.0616958, -0.996856)"
4,Left,"(-40.0055, 279.945, -216.35)","(-0.0503467, -0.0570863, -0.997099)"
4,Left,"(-38.8866, 279.806, -217.434)","(-0.0508413, -0.0524022, -0.997331)"
4,Left,"(-37.6409, 279.645, -218.525)","(-0.0492506, -0.0527092, -0.997395)"
4,Left,"(-36.2832, 279.48, -219.586)","(-0.0480082, -0.0498739, -0.997601)"
4,Left,"(-34.9676, 279.335, -220.629)","(-0.0488665, -0.0498917, -0.997558)"
4,Left,"(-33.5318, 279.228, -221.64)","(-0.0474692, -0.0497665, -0.997632)"
4,Left,"(-31.9257, 279.043, -222.555)","(-0.0448639, -0.0524484, -0.997615)"
4,Left,"(-30.2864, 278.924, -223.456)","(-0.0426766, -0.051407, -0.997766)"
4,Left,"(-28.5735, 278.778, -224.047)","(-0.0396929, -0.0512353, -0.997898)"
4,Left,"(-22.8092, 279.155, -226.366)","(-0.0405393, -0.0523506, -0.997806)"
4,Left,"(-20.8979, 278.955, -226.169)","(-0.0381559, -0.0647305, -0.997173)"
4,Left,"(-18.7808, 278.845, -226.248)","(-0.0378555, -0.0744757, -0.996504)"
4,Left,"(-16.8588, 278.441, -226.094)","(-0.0403617, -0.0783121, -0.996112)"
4,Left,"(-14.6611, 278.271, -226.389)","(-0.0350611, -0.0841969, -0.995832)"
4,Left,"(-12.5426, 278.051, -226.301)","(-0.0290595, -0.0890328, -0.995605)"
4,Left,"(-10.264, 277.954, -226.487)","(-0.0240423, -0.0930637, -0.99537)"
4,Left,"(-8.02876, 277.802, -226.51)","(-0.0193085, -0.0972189, -0.995076)"
4,Left,"(-5.74898, 278.034, -226.841)","(-0.0145928, -0.099592, -0.994921)"
4,Left,"(-3.49875, 277.935, -226.928)","(-0.00990523, -0.092878, -0.995628)"
4,Left,"(-1.20626, 277.706, -226.945)","(-0.00621772, -0.0941459, -0.995539)"
4,Left,"(1.02939, 277.801, -227.303)","(-0.00250623, -0.0928629, -0.995676)"
4,Left,"(3.29104, 277.46, -227.205)","(0.00130286, -0.0956279, -0.995416)"
4,Left,"(5.45116, 277.664, -227.899)","(0.00593771, -0.0990793, -0.995062)"
4,Left,"(7.70597, 277.477, -227.93)","(0.00966962, -0.0989881, -0.995042)"
4,Left,"(9.84589, 277.699, -228.362)","(0.010616, -0.0980309, -0.995127)"
4,Left,"(11.9926, 277.237, -228.148)","(0.0138995, -0.106869, -0.994176)"
4,Left,"(13.9411, 277.174, -228.616)","(0.0151529, -0.117381, -0.992971)"
4,Left,"(16.079, 276.737, -228.317)","(0.0200486, -0.131905, -0.99106)"
4,Left,"(18.0105, 276.837, -228.691)","(0.0202521, -0.126897, -0.991709)"
4,Left,"(19.9731, 276.787, -228.649)","(0.0255324, -0.117181, -0.992782)"
4,Left,"(21.9425, 276.816, -228.925)","(0.029056, -0.113661, -0.993095)"
4,Left,"(23.8464, 276.8, -228.792)","(0.0330193, -0.109057, -0.993487)"
4,Left,"(25.7597, 276.602, -228.924)","(0.0362125, -0.111607, -0.993092)"
4,Left,"(27.6356, 276.424, -229.117)","(0.0388175, -0.109651, -0.993212)"
4,Left,"(29.5206, 276.243, -229.369)","(0.0406961, -0.106976, -0.993428)"
4,Left,"(31.3188, 275.914, -229.659)","(0.0426079, -0.115426, -0.992402)"
4,Left,"(33.1515, 275.608, -229.844)","(0.0432349, -0.120247, -0.991802)"
4,Left,"(34.7553, 275.205, -230.13)","(0.0411507, -0.126458, -0.991118)"
4,Left,"(36.6127, 274.689, -230.138)","(0.0459362, -0.128269, -0.990675)"
4,Left,"(38.0844, 274.237, -230.322)","(0.0431494, -0.1287, -0.990744)"
4,Left,"(39.7829, 273.674, -230.164)","(0.0455554, -0.127955, -0.990733)"
4,Left,"(41.206, 273.169, -230.448)","(0.035202, -0.144795, -0.988835)"
4,Left,"(42.9454, 272.695, -230.166)","(0.0398516, -0.136996, -0.98977)"
4,Left,"(44.4207, 272.245, -230.139)","(0.040803, -0.132036, -0.990405)"
4,Left,"(46.1579, 271.763, -229.732)","(0.0478464, -0.126126, -0.99086)"
4,Left,"(47.551, 271.282, -229.523)","(0.0476449, -0.123049, -0.991256)"
4,Left,"(49.1689, 270.781, -228.911)","(0.0522576, -0.123371, -0.990984)"
4,Left,"(50.5434, 270.206, -228.529)","(0.0519579, -0.123523, -0.990981)"
4,Left,"(52.0085, 269.876, -228.205)","(0.0500571, -0.127647, -0.990556)"
4,Left,"(53.5324, 269.574, -227.858)","(0.0511956, -0.123593, -0.991011)"
4,Left,"(54.9705, 269.093, -227.603)","(0.0491129, -0.130286, -0.990259)"
4,Left,"(56.4682, 268.881, -227.177)","(0.048129, -0.129624, -0.990394)"
4,Left,"(57.9389, 268.726, -226.952)","(0.0453622, -0.133128, -0.99006)"
4,Left,"(59.5472, 268.669, -226.593)","(0.047682, -0.126486, -0.990822)"
4,Left,"(61.1519, 268.589, -226.35)","(0.0471617, -0.128822, -0.990546)"
4,Left,"(62.7865, 268.566, -225.861)","(0.0494708, -0.123233, -0.991144)"
4,Left,"(64.3832, 268.439, -225.357)","(0.0481055, -0.12359, -0.991167)"
4,Left,"(66.0727, 268.263, -224.65)","(0.0505783, -0.121256, -0.991332)"
4,Left,"(67.7018, 268.017, -223.975)","(0.0504589, -0.12517, -0.990851)"
4,Left,"(69.3811, 267.819, -222.93)","(0.0539295, -0.124762, -0.99072)"
4,Left,"(71.1153, 267.677, -221.992)","(0.0567035, -0.123083, -0.990775)"
4,Left,"(72.9037, 267.626, -220.927)","(0.060679, -0.123561, -0.99048)"
4,Left,"(74.6002, 267.572, -219.866)","(0.0613617, -0.125547, -0.990188)"
4,Left,"(76.2343, 267.735, -218.848)","(0.0586032, -0.12956, -0.989838)"
4,Left,"(77.8041, 267.77, -217.71)","(0.0567104, -0.131045, -0.989753)"
4,Left,"(79.3657, 267.867, -216.69)","(0.0555134, -0.133711, -0.989464)"
4,Left,"(80.8369, 268.021, -215.664)","(0.0529166, -0.130208, -0.990074)"
4,Left,"(82.4466, 268.238, -214.55)","(0.0545552, -0.13404, -0.989473)"
4,Left,"(84.0635, 268.686, -213.47)","(0.0584389, -0.129099, -0.989908)"
4,Left,"(85.6884, 269.014, -212.394)","(0.0619076, -0.13225, -0.989281)"
4,Left,"(87.1266, 269.491, -211.124)","(0.0627951, -0.128925, -0.989664)"
4,Left,"(88.7714, 269.653, -209.806)","(0.068971, -0.123639, -0.989927)"
4,Left,"(90.1718, 269.921, -208.519)","(0.0699612, -0.120583, -0.990235)"
4,Left,"(91.5796, 270.004, -207.214)","(0.0714321, -0.118273, -0.990408)"
4,Left,"(92.9196, 270.165, -205.833)","(0.0731429, -0.116423, -0.990503)"
4,Left,"(94.2636, 270.412, -204.33)","(0.0757125, -0.115807, -0.990382)"
4,Left,"(95.7081, 270.64, -202.859)","(0.082186, -0.115811, -0.989865)"
4,Left,"(96.8895, 270.947, -201.282)","(0.0819749, -0.119672, -0.989423)"
4,Left,"(98.1923, 271.234, -200.031)","(0.0826587, -0.118209, -0.989542)"
4,Left,"(99.2104, 271.519, -198.646)","(0.0797525, -0.114982, -0.990161)"
5,Left,"(100.331, 271.649, -197.378)","(0.0803757, -0.109715, -0.990708)"
5,Left,"(100.909, 272.299, -196.114)","(0.0663948, -0.0937411, -0.99338)"
5,Left,"(102.141, 272.418, -194.923)","(0.0755417, -0.0822334, -0.993746)"
5,Left,"(102.92, 272.572, -193.312)","(0.0731723, -0.0795071, -0.994145)"
5,Left,"(104.346, 272.75, -191.999)","(0.08298, -0.0743779, -0.993772)"
5,Left,"(105.225, 273.057, -190.435)","(0.081459, -0.0716277, -0.9941)"
5,Left,"(106.682, 273.475, -189.108)","(0.0913191, -0.0697301, -0.993377)"
5,Left,"(107.8, 274.016, -187.763)","(0.0836045, -0.0963653, -0.991829)"
5,Left,"(109.223, 274.579, -186.435)","(0.0929284, -0.0860366, -0.991949)"
5,Left,"(110.346, 275.21, -185.084)","(0.0878191, -0.102351, -0.990864)"
5,Left,"(111.61, 275.935, -183.737)","(0.0951835, -0.0860471, -0.991734)"
5,Left,"(112.952, 276.503, -182.245)","(0.102733, -0.096103, -0.990056)"
5,Left,"(114.128, 277.332, -180.784)","(0.104549, -0.0986985, -0.98961)"
5,Left,"(115.428, 277.937, -179.169)","(0.112356, -0.107456, -0.987841)"
5,Left,"(116.491, 278.676, -177.508)","(0.115817, -0.104709, -0.987736)"
5,Left,"(117.568, 279.196, -175.749)","(0.119503, -0.110347, -0.986683)"
4,Left,"(118.39, 279.76, -173.998)","(0.121169, -0.110756, -0.986434)"
4,Left,"(119.222, 280.143, -172.234)","(0.123356, -0.112229, -0.985996)"
4,Left,"(119.984, 280.698, -170.701)","(0.124315, -0.106041, -0.98656)"
4,Left,"(120.787, 281.079, -169.058)","(0.126943, -0.107085, -0.986113)"
4,Left,"(121.482, 281.608, -167.456)","(0.127131, -0.105213, -0.98629)"
4,Left,"(122.231, 282.005, -165.622)","(0.126946, -0.110121, -0.985778)"
4,Left,"(122.838, 282.478, -163.823)","(0.12644, -0.111342, -0.985706)"
4,Left,"(123.413, 282.656, -161.856)","(0.127845, -0.110487, -0.985621)"
4,Left,"(123.86, 282.733, -159.738)","(0.130152, -0.109615, -0.985416)"
4,Left,"(124.317, 282.936, -157.813)","(0.128554, -0.105445, -0.986081)"
4,Left,"(124.762, 283.121, -155.72)","(0.129272, -0.104334, -0.986105)"
4,Left,"(125.189, 283.381, -153.794)","(0.126895, -0.100363, -0.986826)"
4,Left,"(125.573, 283.488, -151.693)","(0.126326, -0.103156, -0.986611)"
4,Left,"(125.674, 283.346, -149.646)","(0.117888, -0.103752, -0.987592)"
4,Left,"(125.96, 283.353, -147.641)","(0.118535, -0.102, -0.987697)"
4,Left,"(126.049, 283.162, -145.54)","(0.11166, -0.104936, -0.988191)"
4,Left,"(126.43, 283.287, -143.515)","(0.114681, -0.106027, -0.987728)"
4,Left,"(126.625, 283.364, -141.463)","(0.109602, -0.109347, -0.987943)"
5,Left,"(127.082, 283.64, -139.557)","(0.113184, -0.107349, -0.987758)"
5,Left,"(127.313, 283.848, -137.481)","(0.109598, -0.109435, -0.987933)"
5,Left,"(127.633, 283.948, -135.768)","(0.110145, -0.102536, -0.988612)"
5,Left,"(127.901, 284.264, -133.998)","(0.10665, -0.102267, -0.989023)"
5,Left,"(128.142, 284.576, -132.338)","(0.108154, -0.0905136, -0.990005)"
5,Left,"(128.533, 285.014, -130.656)","(0.109213, -0.0811777, -0.990698)"
5,Left,"(128.756, 285.363, -129.116)","(0.106224, -0.0744224, -0.991553)"
5,Left,"(129.071, 285.67, -127.464)","(0.10992, -0.0719217, -0.991335)"
5,Left,"(129.288, 286.047, -125.929)","(0.107564, -0.0705735, -0.99169)"
5,Left,"(129.388, 286.268, -124.269)","(0.110991, -0.0636579, -0.991781)"
5,Left,"(129.363, 286.503, -122.641)","(0.106243, -0.066844, -0.992091)"
5,Left,"(129.5, 286.898, -121.014)","(0.11149, -0.0641859, -0.991691)"
5,Left,"(129.546, 287.164, -119.337)","(0.11054, -0.0693107, -0.991452)"
5,Left,"(129.659, 287.609, -117.723)","(0.117397, -0.0638128, -0.991033)"
5,Left,"(129.677, 288.029, -116.098)","(0.117287, -0.0693268, -0.990675)"
5,Left,"(129.717, 288.614, -114.603)","(0.122943, -0.0593768, -0.990636)"
5,Left,"(129.879, 289.118, -112.995)","(0.124111, -0.0791538, -0.989106)"
5,Left,"(129.874, 289.92, -111.606)","(0.123019, -0.0783065, -0.98931)"
5,Left,"(129.813, 290.598, -110.179)","(0.121114, -0.0821712, -0.989232)"
5,Left,"(129.655, 291.313, -108.802)","(0.121617, -0.0805133, -0.989306)"
5,Left,"(128.952, 293.713, -104.763)","(0.122729, -0.0681352, -0.990099)"
5,Left,"(128.594, 294.248, -103.535)","(0.122613, -0.0705585, -0.989943)"
5,Left,"(128.24, 295.12, -102.171)","(0.124572, -0.0673678, -0.989921)"
5,Left,"(127.798, 295.816, -100.895)","(0.124299, -0.0654888, -0.990081)"
5,Left,"(127.346, 296.564, -99.6432)","(0.125816, -0.0623251, -0.990094)"
5,Left,"(126.775, 297.191, -98.3909)","(0.123069, -0.0647968, -0.99028)"
5,Left,"(126.155, 297.839, -97.0307)","(0.123581, -0.0655535, -0.990167)"
5,Left,"(125.448, 298.445, -95.6158)","(0.123538, -0.0667772, -0.99009)"
5,Left,"(124.696, 299.15, -94.3204)","(0.123676, -0.0628283, -0.990332)"
5,Left,"(123.771, 299.553, -92.9583)","(0.124427, -0.0565035, -0.990619)"
5,Left,"(122.86, 300.165, -91.7023)","(0.123598, -0.0538861, -0.990868)"
5,Left,"(121.822, 300.511, -90.3424)","(0.125342, -0.0518906, -0.990756)"
5,Left,"(120.685, 300.835, -89.0283)","(0.124793, -0.0499958, -0.990922)"
5,Left,"(106.312, 304.907, -78.054)","(0.131203, -0.0191427, -0.991171)"
5,Left,"(100.375, 304.628, -75.3532)","(0.124569, -0.00754456, -0.992182)"
5,Left,"(98.2688, 304.52, -74.5417)","(0.122319, -0.00118928, -0.99249)"
5,Left,"(96.1027, 304.307, -73.634)","(0.118579, -0.00214944, -0.992942)"
5,Left,"(93.9186, 304.182, -72.8002)","(0.117164, 0.00230115, -0.99311)"
5,Left,"(91.7031, 303.959, -72.0159)","(0.115664, 0.00636136, -0.993268)"
5,Left,"(89.3901, 303.715, -71.242)","(0.113313, 0.0162645, -0.993426)"
5,Left,"(87.015, 303.494, -70.4797)","(0.11152, 0.0197431, -0.993566)"
5,Left,"(84.6499, 303.391, -69.7492)","(0.107768, 0.0241379, -0.993883)"
5,Left,"(82.2838, 303.329, -69.0091)","(0.104915, 0.0264593, -0.994129)"
5,Left,"(79.8547, 303.258, -68.3531)","(0.10011, 0.0288771, -0.994557)"
5,Left,"(77.3405, 302.894, -67.6902)","(0.0971295, 0.0293769, -0.994838)"
5,Left,"(74.7704, 302.798, -67.0715)","(0.0937828, 0.033521, -0.995028)"
5,Left,"(72.1664, 302.96, -66.6087)","(0.0903255, 0.0304665, -0.995446)"
5,Left,"(69.4941, 303.194, -66.2715)","(0.0875738, 0.0328427, -0.995616)"
5,Left,"(66.7357, 303.239, -65.8027)","(0.0834314, 0.0403896, -0.995695)"
5,Left,"(63.9686, 303.478, -65.4648)","(0.0799719, 0.0415505, -0.995931)"
5,Left,"(61.1452, 303.428, -65.1388)","(0.0759728, 0.0451806, -0.996086)"
4,Left,"(58.2362, 303.353, -64.8067)","(0.0718289, 0.0480123, -0.996261)"
4,Left,"(55.2512, 303.205, -64.4448)","(0.0663096, 0.0571949, -0.996158)"
4,Left,"(52.2719, 302.962, -64.2355)","(0.0609481, 0.0576959, -0.996472)"
4,Left,"(49.2446, 302.839, -63.9436)","(0.0568643, 0.0655719, -0.996226)"
4,Left,"(46.229, 302.713, -63.638)","(0.0522747, 0.0701701, -0.996164)"
4,Left,"(43.1828, 302.637, -63.3971)","(0.046272, 0.0747797, -0.996126)"
4,Left,"(40.1724, 302.56, -63.1606)","(0.0416288, 0.0827012, -0.995705)"
4,Left,"(37.1455, 302.451, -62.9985)","(0.0367618, 0.086071, -0.995611)"
4,Left,"(34.1849, 302.482, -62.7369)","(0.0320463, 0.0907531, -0.995358)"
4,Left,"(31.2402, 302.496, -62.4909)","(0.0274162, 0.0963861, -0.994966)"
4,Left,"(28.2656, 302.505, -62.2936)","(0.0219903, 0.102087, -0.994532)"
4,Left,"(25.3268, 302.435, -62.0788)","(0.017127, 0.10995, -0.993789)"
4,Left,"(22.4376, 302.263, -61.8397)","(0.0137745, 0.109705, -0.993869)"
4,Left,"(19.5433, 302.268, -61.7418)","(0.00789692, 0.111756, -0.993704)"
4,Left,"(16.6385, 302.213, -61.6987)","(0.0019678, 0.118474, -0.992955)"
4,Left,"(13.8373, 302.145, -61.4679)","(-0.00248492, 0.11682, -0.99315)"
4,Left,"(11.0837, 302.317, -61.3882)","(-0.00717021, 0.115303, -0.993304)"
4,Left,"(8.3476, 302.416, -61.3202)","(-0.011265, 0.118218, -0.992924)"
4,Left,"(5.7014, 302.431, -61.056)","(-0.0140853, 0.111548, -0.993659)"
4,Left,"(3.08935, 302.386, -60.8646)","(-0.0179283, 0.109556, -0.993819)"
4,Left,"(0.480726, 302.12, -60.6849)","(-0.0225838, 0.108606, -0.993828)"
4,Left,"(-2.06463, 302.044, -60.5934)","(-0.0276667, 0.105834, -0.993999)"
4,Left,"(-4.44994, 302.044, -60.678)","(-0.0295002, 0.0985927, -0.994691)"
4,Left,"(-6.83662, 302.002, -60.6973)","(-0.0323756, 0.0975824, -0.994701)"
4,Left,"(-9.15327, 302.063, -60.6091)","(-0.0356305, 0.094738, -0.994864)"
4,Left,"(-11.4719, 302.266, -60.5703)","(-0.0411064, 0.0957057, -0.994561)"
4,Left,"(-13.7412, 302.423, -60.4978)","(-0.0452992, 0.0935519, -0.994583)"
4,Left,"(-16.0196, 302.642, -60.5202)","(-0.0504876, 0.0925833, -0.994424)"
4,Left,"(-18.2909, 303.01, -60.6267)","(-0.0556703, 0.094141, -0.994001)"
4,Left,"(-20.5371, 303.312, -60.7205)","(-0.060903, 0.0973729, -0.993383)"
4,Left,"(-22.7516, 303.627, -60.872)","(-0.0641625, 0.105208, -0.992378)"
4,Left,"(-24.8236, 303.651, -60.828)","(-0.0662614, 0.105038, -0.992258)"
4,Left,"(-26.903, 303.606, -60.7437)","(-0.0692516, 0.103191, -0.992248)"
4,Left,"(-28.9661, 303.605, -60.7056)","(-0.0719016, 0.103296, -0.992048)"
4,Left,"(-31.027, 303.504, -60.707)","(-0.0744914, 0.102539, -0.991936)"
4,Left,"(-33.0443, 303.387, -60.6873)","(-0.0773548, 0.098875, -0.992089)"
4,Left,"(-35.088, 303.376, -60.6722)","(-0.0803707, 0.0999622, -0.99174)"
4,Left,"(-37.1085, 303.257, -60.6642)","(-0.0846223, 0.101755, -0.991204)"
4,Left,"(-39.1112, 303.246, -60.7475)","(-0.0865604, 0.1014, -0.991073)"
4,Left,"(-41.0647, 303.087, -60.8003)","(-0.0895486, 0.107605, -0.990153)"
4,Left,"(-42.9554, 302.814, -60.8613)","(-0.0905847, 0.100904, -0.990764)"
4,Left,"(-44.8299, 302.688, -60.9192)","(-0.0927515, 0.103127, -0.990334)"
4,Left,"(-48.6481, 302.344, -61.0201)","(-0.0957675, 0.103649, -0.989993)"
4,Left,"(-50.3439, 302.229, -60.9999)","(-0.0989057, 0.0991487, -0.990145)"
4,Left,"(-52.1879, 302.265, -61.026)","(-0.102424, 0.0985197, -0.98985)"
4,Left,"(-53.9656, 302.438, -61.1417)","(-0.104691, 0.0964018, -0.989821)"
4,Left,"(-55.7389, 302.31, -61.236)","(-0.107683, 0.100676, -0.989075)"
4,Left,"(-57.5413, 302.159, -61.3286)","(-0.111755, 0.104368, -0.98824)"
4,Left,"(-59.2448, 302.1, -61.3673)","(-0.114447, 0.101815, -0.988198)"
4,Left,"(-60.9985, 302.268, -61.4174)","(-0.116984, 0.0960243, -0.988481)"
4,Left,"(-62.7204, 302.354, -61.5577)","(-0.119847, 0.0963244, -0.988108)"
4,Left,"(-64.4565, 302.437, -61.6367)","(-0.122572, 0.095519, -0.987852)"
4,Left,"(-66.1466, 302.466, -61.7756)","(-0.123974, 0.0911185, -0.988093)"
4,Left,"(-67.8482, 302.582, -61.9971)","(-0.126841, 0.0929093, -0.987562)"
4,Left,"(-69.5581, 302.657, -62.1596)","(-0.129454, 0.091977, -0.98731)"
4,Left,"(-71.3344, 302.915, -62.4755)","(-0.13408, 0.0951896, -0.986388)"
4,Left,"(-73.1119, 302.978, -62.7435)","(-0.137456, 0.0968266, -0.985764)"
4,Left,"(-74.8506, 303.007, -63.0129)","(-0.140392, 0.0973314, -0.9853)"
4,Left,"(-76.5701, 303.13, -63.3846)","(-0.143412, 0.0998945, -0.984609)"
4,Left,"(-78.3608, 303.343, -63.7496)","(-0.147903, 0.10273, -0.983652)"
4,Left,"(-80.0928, 303.456, -64.0874)","(-0.151315, 0.105275, -0.982864)"
4,Left,"(-81.7456, 303.371, -64.36)","(-0.154259, 0.1041, -0.982531)"
4,Left,"(-83.4418, 303.277, -64.5864)","(-0.158439, 0.103125, -0.981969)"
4,Left,"(-85.0305, 303.261, -64.7974)","(-0.159406, 0.103994, -0.98172)"
4,Left,"(-86.6527, 303.302, -65.056)","(-0.163821, 0.108325, -0.980525)"
4,Left,"(-88.226, 303.331, -65.2698)","(-0.166104, 0.10656, -0.980334)"
4,Left,"(-89.8238, 303.465, -65.5519)","(-0.168001, 0.107071, -0.979955)"
4,Left,"(-91.3609, 303.387, -65.7736)","(-0.170623, 0.106564, -0.979557)"
4,Left,"(-92.8338, 303.341, -65.9723)","(-0.172169, 0.107487, -0.979186)"
